Calendar Year,Property Name,Primary Property Type - Self Selected,Site Energy Use (kBtu),Data Center - IT Source Energy (kBtu),Electricity Use - Grid Purchase (kBtu),Total (Location-Based) GHG Emissions (Metric Tons CO2e),Data Center - Gross Floor Area (ft²),Largest Property Use Type - Gross Floor Area (ft²),Site EUI (kBtu/ft²)
2024,Windsor Oaks: 219-02 - 4453195,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2466,Not Available
2024,Windsor Oaks: 219-02 - 4453197,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2463,Not Available
2024,Windsor Oaks: 219-02 - 4453200,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2538,Not Available
2024,Windsor Oaks: 219-02 - 4453185,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2346,Not Available
2024,Windsor Oaks: 219-02 - 4440753,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2286,Not Available
2024,Windsor Oaks: 219-02 - 4453206,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2292,Not Available
2024,Windsor Oaks: 219-02 - 4453204,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2445,Not Available
2024,Windsor Oaks: 219-02 - 4616723,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2733,Not Available
2024,Windsor Oaks: 219-02 - 4440776,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2466,Not Available
2024,Windsor Oaks: 219-02 - 4440750,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2265,Not Available
2024,Windsor Oaks: 219-02 - 4440766,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,874,Not Available
2024,Windsor Oaks: 219-02 - 4453202,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,897,Not Available
2024,Windsor Oaks: 219-02 - 4440775,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2664,Not Available
2024,Windsor Oaks: 219-02 - 4440778,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2331,Not Available
2024,Windsor Oaks: 219-02 - 4453190,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,894,Not Available
2024,Windsor Oaks: 219-02 - 4440773,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2370,Not Available
2024,Windsor Oaks: 219-02 - 4440774,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2724,Not Available
2024,Windsor Oaks: 219-02 - 4440781,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2724,Not Available
2024,Windsor Oaks: 219-02 - 4440777,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2349,Not Available
2024,Windsor Oaks: 219-02 - 4440751,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2748,Not Available
2024,Windsor Oaks: 219-02 - 4440758,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,878,Not Available
2024,Windsor Oaks: 219-02 - 4453211,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,890,Not Available
2024,Windsor Oaks: 219-02 - 4440760,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2691,Not Available
2024,Windsor Oaks: 219-02 - 4453214,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2748,Not Available
2024,Windsor Oaks: 219-02 - 4453208,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2394,Not Available
2024,Windsor Oaks: 219-02 - 4453207,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2394,Not Available
2024,Windsor Oaks: 219-02 - 4440767,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2628,Not Available
2024,Windsor Oaks: 219-02 - 4440779,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2538,Not Available
2024,Windsor Oaks: 219-02 - 4453192,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2658,Not Available
2024,Windsor Oaks: 219-02 - 4440757,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,775,Not Available
2024,Windsor Oaks: 219-02 - 4453210,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,747,Not Available
2024,Windsor Oaks: 219-02 - 4440761,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2718,Not Available
2024,Windsor Oaks: 219-02 - 4453194,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2376,Not Available
2024,Windsor Oaks: 219-02 - 4440772,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2733,Not Available
2024,Windsor Oaks: 219-02 - 4616722,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2733,Not Available
2024,Windsor Oaks: 219-02 - 4453186,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2346,Not Available
2024,Windsor Oaks: 219-02 - 4453188,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,737,Not Available
2024,Windsor Oaks: 219-02 - 4453191,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2361,Not Available
2024,Windsor Oaks: 219-02 - 4453209,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2538,Not Available
2024,Windsor Oaks: 219-02 - 4453212,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2346,Not Available
2024,Windsor Oaks: 219-02 - 4440768,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2472,Not Available
2024,Windsor Oaks: 219-02 - 4440759,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2379,Not Available
2024,Windsor Oaks: 219-02 - 4453205,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,936,Not Available
2024,Windsor Oaks: 219-02 - 4440764,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2364,Not Available
2024,Windsor Oaks: 219-02 - 4440763,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,907,Not Available
2024,Windsor Oaks: 219-02 - 4440762,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2418,Not Available
2024,Windsor Oaks: 219-02 - 4440769,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2790,Not Available
2024,Windsor Oaks: 219-02 - 4440770,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2688,Not Available
2024,Windsor Oaks: 219-02 - 4616721,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2733,Not Available
2024,Windsor Oaks: 219-02 - 4440754,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2592,Not Available
2024,Windsor Oaks: 219-02 - 4440765,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2358,Not Available
2024,Windsor Oaks: 219-02 - 4453203,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2370,Not Available
2024,Windsor Oaks: 219-02 - 4453193,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2757,Not Available
2024,Windsor Oaks: 219-02 - 4440771,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2370,Not Available
2024,Windsor Oaks: 219-02 - 4453196,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,2379,Not Available
2024,16 West 39th Street,Office,1492756.5,Not Available,314648.5,114.44,Not Available,51273,29.1
2024,945 42 Street,Multifamily Housing,2563835.4,Not Available,302150.7,154.9,Not Available,28054,91.4
2024,249-02 Horace Harding Expressway,Strip Mall,12858900.4,Not Available,6894197.4,1110.25,Not Available,64814,141.8
2024,173 Macdougal Street,Multifamily Housing,2279507.2,Not Available,1057036.2,186.58,Not Available,28086,64.4
2024,314 EAST 41 STREET (Child),Multifamily Housing,1442312,Not Available,1399185,163.32,Not Available,47182,30.6
2024,304 EAST 41 STREET (Child),Multifamily Housing,1058374.9,Not Available,796483.9,105.58,Not Available,40300,26.3
2024,324 EAST 41 STREET (Child),Multifamily Housing,7961140.2,Not Available,89357,428.39,Not Available,46628,170.7
2024,364 West 117th Street (Child),Multifamily Housing,2010664.8,Not Available,401813.8,131.7,Not Available,31037,64.8
2024,368 West 117th Street (Child),Multifamily Housing,2971801.9,Not Available,617236.5,196.1,Not Available,46213,64.3
2024,Windsor Oaks: 73-69 - 4596804,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596805,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453081,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596778,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453108,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596813,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453088,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453106,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4444470,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596803,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4444464,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596810,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596812,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453078,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4444471,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4444476,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4444461,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4556813,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4444472,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4444463,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596775,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596779,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596780,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4444474,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4444469,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453082,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,268,Not Available
2024,Windsor Oaks: 73-69 - 4453083,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453091,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4444460,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4445149,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596808,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4444468,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596814,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453074,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453107,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4444466,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453077,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4444462,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596802,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596807,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596816,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453076,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4553092,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,3021,Not Available
2024,Windsor Oaks: 73-69 - 4453094,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453098,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453075,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596773,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596800,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596809,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596798,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596796,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596793,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596817,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453093,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453095,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453096,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453097,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453103,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453100,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596772,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596777,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4444467,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596818,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4444473,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4444475,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4556814,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596774,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596776,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596781,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4444465,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453086,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453087,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453089,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596822,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596820,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4458542,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453079,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453080,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596797,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596815,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453085,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,HSC Management Corp.: 240 W 73rd St,Multifamily Housing,18915449.5,Not Available,6428249.5,1403.06,Not Available,116940,161.8
2024,Windsor Oaks: 73-69 - 4453102,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596801,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596811,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596821,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596819,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453084,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453101,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453104,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453105,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453099,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596799,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596806,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596795,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4596794,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,Windsor Oaks: 73-69 - 4453109,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available
2024,RUMC Campus,Hospital (General Medical & Surgical),128857909.5,Not Available,41222864,9407.87,Not Available,562562,224.3
2024,OL Hope Church 71-10 Eliot Ave,Worship Facility,462844,Not Available,155485.2,34.22,Not Available,8382,55.2
2024,New ED Building,Hospital (General Medical & Surgical),Not Available,Not Available,Not Available,Not Available,Not Available,44632,Not Available
2024,OL Hope School 71-02 Eliot Ave,K-12 School,2783382.1,Not Available,419896.8,223.22,Not Available,46201,60.2
2024,SLB/Spellman,Hospital (General Medical & Surgical),Not Available,Not Available,Not Available,Not Available,Not Available,249296,Not Available
2024,Cooke/Villa Garner,Hospital (General Medical & Surgical),Not Available,Not Available,Not Available,Not Available,Not Available,71971,Not Available
2024,Plant/Cogen Building,Other - Utility,Not Available,Not Available,Not Available,Not Available,Not Available,12000,Not Available
2024,OL Hope No Number Eliot Ave,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,1,Not Available
2024,4C Warehouses 2-3,Food Service,7828319.3,Not Available,3974003.1,662.08,Not Available,78980,99.1
2024,1343 MERRIAM AVENUE (Child),Multifamily Housing,317077.5,Not Available,317077.5,36.49,Not Available,22133,14.3
2024,1337 MERRIAM AVENUE (Child),Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,22133,Not Available
2024,1333 MERRIAM AVENUE (Child),Multifamily Housing,5321945.3,Not Available,809867.4,332.86,Not Available,22133,240.5
2024,3308 Glenwood Road,Multifamily Housing,1276484.1,Not Available,694184.2,110.82,Not Available,33010,38.7
2024,AKAM - 2390 Pitkin Avenue,K-12 School,2074318.6,Not Available,1938965.6,230.34,Not Available,39000,53.2
2024,190 Berry Owner LLC (103 North 3rd Street),Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,1,Not Available
2024,190 Berry Owner LLC (111 North 3rd Street),Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,1,Not Available
2024,190 Berry Owner LLC (113 North 3rd Street),Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,1,Not Available
2024,190 Berry Owner LLC (109 North 3rd Street),Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,1,Not Available
2024,190 Berry Owner LLC (190 Berry Street),Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,1,Not Available
2024,190 Berry Owner LLC (188 Berry Street),Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,1,Not Available
2024,210-06 to 210-23 42nd Avenue,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,56986,Not Available
2024,42-11 to 42-21 Corporal Kennedy Street,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,55306,Not Available
2024,42-41 to 42-45 Corporal Kennedy Street,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,37822,Not Available
2024,210-01 to 210-05 43rd Avenue,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,58230,Not Available
2024,675 Third Avenue,Office,Not Available,Not Available,Not Available,Not Available,Not Available,341359,Not Available
2024,St Brigid School CA 406 Grove St,K-12 School,204716.8,Not Available,171817.8,21.52,Not Available,38100,5.4
2024,St Brigid School NL 406 Grove St,K-12 School,2828926.3,Not Available,433213,177.1,Not Available,24800,114.1
2024,St Brigid Church 415 Linden St,Worship Facility,2617000.1,Not Available,313248.8,158.41,Not Available,31150,84
2024,St Brigid Convent 408 Grove St,Residence Hall/Dormitory,743953.5,Not Available,518351.1,71.64,Not Available,13000,57.2
2024,OL Sorrows Church 35-37 104 St,Worship Facility,3837319.3,Not Available,536730,237.08,Not Available,17072,224.8
2024,OL Sorrows Convent 35-33 104 St,Residence Hall/Dormitory,Not Available,Not Available,Not Available,Not Available,Not Available,7659,Not Available
2024,OL Sorrows School 35-28 105 St,K-12 School,356432.3,Not Available,298605.9,37.44,Not Available,32900,10.8
2024,St GtheG School 244-44 87 Ave,K-12 School,2504626.9,Not Available,319972.5,152.86,Not Available,57459,43.6
2024,SRB No Number 56 Ave,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,1,Not Available
2024,St GtheG Aud 244-02 87 Ave,Community Center and Social Meeting Hall,Not Available,Not Available,Not Available,Not Available,Not Available,1,Not Available
2024,St GtheG No Number 87 Ave,Other - Entertainment/Public Assembly,Not Available,Not Available,Not Available,Not Available,Not Available,1,Not Available
2024,St T the Apostle Church 87-01 88 Ave,Worship Facility,878308,Not Available,113974.7,53.71,Not Available,16210,54.2
2024,St T the Apostle DOE School 87-40 88 St,K-12 School,867517.7,Not Available,371317.7,69.09,Not Available,28131,30.8
2024,St T the Apostle CA School 87-45 87 St,K-12 School,161027.8,Not Available,161027.8,18.53,Not Available,20500,7.9
2024,404 5th Avenue,Office,Not Available,Not Available,Not Available,Not Available,Not Available,83278,Not Available
2024,33-15/25/35 81st Street AKA 33-16/33-26 82nd Street (Parent Property),Multifamily Housing,21734085.8,Not Available,1949084.7,1275.19,Not Available,186300,116.7
2024,53 Elizabeth Street,Office,988253.8,Not Available,988253.8,113.74,Not Available,28505,34.7
2024,33-50 12th Street AKA 33-55 11th Street,Distribution Center,1637586.2,Not Available,1637586.2,188.47,Not Available,29650,55.2
2024,Brodsky - 18 6th Ae,Multifamily Housing,35989255.3,Not Available,21073311.5,3217.53,Not Available,806897,44.6
2024,Brodsky - 499 President,Multifamily Housing,379446.4,Not Available,Not Available,43.67,Not Available,328556,1.2
2024,Queens Place Mall 4437281,Bank Branch,Not Available,Not Available,Not Available,Not Available,Not Available,7971,Not Available
2024,Queens Place Mall 4533805,Retail Store,Not Available,Not Available,Not Available,Not Available,Not Available,390121,Not Available
2024,162-20 Union,Strip Mall,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2024,Mary Nativity Church 46-14 Parsons Blvd,Worship Facility,1798148.9,Not Available,178871.5,106.59,Not Available,31528,57
2024,Mary Nativity Garage 146-40 Gar Holly Ave,Parking,Not Available,Not Available,Not Available,Not Available,Not Available,1,Not Available
2024,Cross Bay Commons 4438968,Mixed Use Property,Not Available,Not Available,Not Available,Not Available,Not Available,11886,Not Available
2024,Guardian Realty Mgmt - 5115 15th Avenue,Office,Not Available,Not Available,Not Available,Not Available,Not Available,30832,Not Available
2024,Cross Bay Commons 4438969,Strip Mall,Not Available,Not Available,Not Available,Not Available,Not Available,1842,Not Available
2024,Cross Bay Commons 4448962,Mixed Use Property,Not Available,Not Available,Not Available,Not Available,Not Available,4641,Not Available
2024,31-34 33 St (BIN: 4542384),Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,14465,Not Available
2024,RAC OLPH Redemptorist Frs 526 59 St,Worship Facility,13689247.3,Not Available,1724243.8,1071.93,Not Available,353342,38.7
2024,MPB (Q) DOE School 1,K-12 School,2804918.3,Not Available,214750,216.67,Not Available,43500,64.5
2024,MPB (Q) DOE School 2,Pre-school/Daycare,Not Available,Not Available,Not Available,Not Available,Not Available,14500,Not Available
