Calendar Year,Property Name,Site Energy Use (kBtu),Data Center - IT Source Energy (kBtu),Total GHG Emissions (Metric Tons CO2e),Data Center - Gross Floor Area (ft²)
2021,Sungard Availibility Services,7696153.7,Not Available,586.1,19500
2021,USNYC-009 - NEW YORK 60 WALL STREET,139803921.6,28244855.2,7331.2,58978
2021,7 Bryant Park,50859186.8,Not Available,3330.1,10000
2021,Falchi Building (31-00 47th Ave.),47324573.5,Not Available,2992.8,757
2021,Barclays Americas HQ,137610999.6,12654667.6,10551,20404
2021,280 Park Avenue,143492392.3,Not Available,10404.3,5013
2021,3 Bryant Park,153171452.6,Not Available,11529.2,9409
2021,3 Bryant Park,153171452.6,Not Available,11529.2,9409
2021,100 William,47602110.3,Not Available,3544.6,22390
2021,1825 Park,8068017.4,Not Available,626,162
2021,160 Water St,57855673.5,Not Available,4182.6,576
2021,132 W 31st St,29800105.5,Not Available,1994.4,257
2021,3 Times Square Associates LLC (NEW PROFILE),73158223.7,3479145.3,5557.2,2100
2021,32 Sixth Avenue Company LLC (NEW PROFILE),217460072.4,482596463.8,17120,378441
2021,292 Madison Ave,9535609,Not Available,643.7,587
2021,Steel East 60 LLC,19688518.2,Not Available,1559.9,9138.8
2021,SL Green Realty Corporation 885 Third Avenue,40809930.9,Not Available,3083.4,1191
2021,Hahn Kook Center (Agg Data),24852747.2,Not Available,1846.6,4430
2021,1375 Broadway,30797331.4,Not Available,2301.7,2280
2021,1328 Broadway,23620949.3,Not Available,1849.4,517
2021,DEPM 1174 - 212 West 18th Street,11698110,126307355.6,872.1,154262
2021,STB044223 4422 3rd Ave St Barnabas Hospital,217868070.4,Not Available,13017.4,1500
2021,5 Bryant Park,39594862.7,Not Available,2942.4,1127
2021,Ford Foundation - 320 East 43rd,26682790.8,Not Available,1910.7,1380
2021,Charter Communications,5073676.3,Not Available,403.2,2711
2021,111 Eighth Avenue,575919737,Not Available,45247.6,615752
2021,1740 Broadway (CodeGreen),39873471.4,Not Available,2923.2,2500
2021,Manhattan West NE Tower,102152699.2,7702324.1,7681.7,25000
2021,(71003A) Herald Square Macy's,151231484.7,Not Available,11207,23074
2021,33-16 Woodside Ave.,13471338.8,Not Available,1058,12040
2021,100 Cable Way,10607448.1,Not Available,810.2,25000
2021,110 Leroy Street,7460875.5,Not Available,571.9,2600
2021,55 Hudson Yards,97281332.2,3566336,7055.5,3000
2021,Fox Television Stations LLC,20683795.5,3524782.3,1603.1,2500
2021,240 East 38th Street,148651119.8,Not Available,10913.6,139825
2021,227 East 30th Street,55292630,Not Available,4044.1,104280
2021,425 Lexington Ave (LL84),41326800.5,Not Available,3102.1,6381
2021,Starrett Lehigh,167952833.3,158328736.9,12071.2,78327
2021,"ICP Realty, LLC",2007723.3,Not Available,131.2,5000
2021,185 Varick,6301187.2,Not Available,492.1,5600
2021,388 Greenwich - HQ,325343056.5,219294785.8,24142.4,196145
2021,Weiss,Not Available,Not Available,0,1598
2021,IT Pavilion,Not Available,Not Available,0,2866
2021,Smith Annex,Not Available,Not Available,0,836
2021,Rockefeller University LL84,601662622,Not Available,36754,5300
2021,1211 Avenue of the Americas - CG LL84 Filing,187593691.6,Not Available,14421.4,39867
2021,20-30 Hudson Yards,519010591.4,Not Available,31017.9,24925
2021,30 Hudson Yards,335923692.1,Not Available,21098.6,24925
2021,15 East 57th Street,7007128.3,Not Available,488.4,680
2021,CW - 50 Varick Street,35281993.9,Not Available,2645.7,26000
